indicator_name,year,value
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2008,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2009,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2010,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2011,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2012,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2013,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2014,65.39550018
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2015,51.89440155
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2016,55.10340118
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2017,53.98514175
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2018,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2019,52.10507965
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2020,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2021,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2022,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2023,
"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",1998,
"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",1999,
"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",2000,
